498.9	50.835	10.155
969.2	80.115	19.025
1159.8	92.37	23.295
884.2	76.185	16.955
1045.8	89.135	21.595
1017.1	86.86	20.69
1135.8	94.71	23.725
1462.9	113.74	31.265
1267.5	99.625	25.6
952.4	85.11	19.735
1670.6	120.57	33.88
1547.1	113.515	31.235
1096.6	92.085	22.84
1725.3	122.275	34.655
1470.1	108.345	29.455
1006.7	86.205	20.58
784.3	75.82	16.575
1183.3	97.375	24.71
973.6	85.035	20.065
1117.3	96.335	24.335
893.3	80.38	18.485
1115.0	94.74	23.715
715.4	74.595	15.8
830.7	80.32	18.065
1119.5	97.78	24.625
1037.5	94.16	23.06
1478.8	119.21	33.22
1503.8	120.81	33.815
1177.1	101.215	25.845
966.6	87.31	20.675
986.6	89.99	22.195
1362.6	114.385	31.24
1293.4	111.225	29.705
1202.1	107.275	28.245
1029.3	93.78	23.475
1278.7	110.66	29.31
1059.1	96.78	24.19
1163.6	104.115	26.935
1356.3	113.235	30.965
1144.7	104.63	26.87
1459.0	119.38	33.055
966.7	92.355	22.25
1204.8	104.905	27.23
1028.7	94.57	23.68
1030.6	94.595	23.655
1384.0	112.73	30.85
1332.3	113.64	31.075
1193.6	105.13	27.675
1143.0	102.01	26.61
1504.5	123.39	34.77
1198.1	104.305	27.055
1271.6	106.875	28.665
1465.5	118.225	32.77
1069.9	96.805	24.085
1100.0	97.615	25.265
1496.0	118.755	33.215
1336.9	112.495	30.685
1608.1	126.64	36.33
1653.3	131.85	38.17
1472.1	119.83	33.69
1831.6	140.545	41.56
1436.9	118.195	33.245
773.0	80.495	17.69
1325.1	113.29	30.7
1575.6	126.845	35.715
1348.7	111.94	30.15
1131.1	100.54	25.87
1683.9	130.76	37.515
1564.2	124.685	35.155
1236.9	109.05	28.905
1655.3	131.62	38.0
814.8	83.375	19.06
1221.2	106.55	28.28
1353.1	116.54	31.85
1258.9	109.72	29.2
1712.5	137.955	40.245
1050.7	98.395	24.47
1114.0	103.305	26.295
1138.1	98.815	25.125
1603.5	131.24	37.69
1353.6	115.3	31.415
1707.4	133.325	38.49
1070.3	98.715	24.69
1409.4	116.095	31.795
1249.3	108.495	28.39
1406.1	120.18	33.335
1795.2	142.995	42.165
1503.3	126.73	35.78
1209.4	107.475	28.26
1232.2	110.16	29.18
1561.5	128.32	36.31
1025.2	95.315	23.605
1626.5	132.58	38.0
1215.9	108.43	28.685
1502.3	122.595	34.48
1692.9	135.18	39.06
1057.5	94.86	23.02
1166.4	103.665	26.705
1406.4	119.8	32.875
1388.1	118.065	32.525
1248.4	108.13	28.345
1121.8	103.045	26.155
1320.0	110.46	29.235
1281.6	111.96	30.06
1582.2	126.925	35.925
1217.5	108.055	28.015
1219.2	107.175	27.98
1493.2	122.84	34.085
1076.7	98.92	25.06
1148.7	102.96	26.255
1547.8	123.955	34.785
1425.3	116.015	31.945
1403.9	116.34	32.315
1377.7	114.83	31.32
1498.8	121.46	34.015
1365.2	114.945	31.285
1280.4	109.33	28.98
1277.7	107.725	29.2
849.7	83.695	19.155
1174.3	103.615	26.89
1348.2	112.43	30.425
1261.6	108.82	28.98
1263.5	110.37	29.59
1263.8	106.81	28.555
1742.2	136.94	39.97
1269.5	110.84	29.87
1353.3	117.1	32.095
1617.5	132.08	37.985
1203.8	106.07	27.8
1353.9	115.205	31.595
1217.0	107.93	28.455
1243.4	108.645	28.685
1522.9	125.565	35.765
1332.3	113.05	30.69
1415.1	120.52	33.345
1274.2	109.83	29.195
